id,hunt.area,year,group.size,hab.diversity,prop.openness,mgmt.closure,irrigation,dist.road,slope,land.mgmt.descr,yr.wolf,tot.wolf,ave.annual.wolf,wr.density,month,ave.daily.swe,elev
495,52,2011,59,3,100,0,0,1.5,4.6,Forest Service,7.5,14.8,4.9,4.5,3,54.3,2369
496,51,2011,2,7,82.1,2,0,4.9,7,Forest Service,11.5,26.1,8.7,1.3,3,51.2,2292
497,51,2011,5,5,40.5,2,0,6.5,8,Forest Service,11.5,26.1,8.7,1.3,3,51.2,2431
498,51,2011,5,11,40.6,0,0,0.4,3.3,Forest Service,11.5,26.1,8.7,1.3,3,51.2,2014
499,51,2011,2,11,38.3,0,0,0.4,7,Forest Service,11.5,26.1,8.7,1.3,3,51.2,2039
500,51,2011,3,6,33.7,0,0,3.5,14.2,Forest Service,11.5,26.1,8.7,1.3,3,51.2,2505
501,51,2011,1,9,62.5,0,0,1,26.7,Forest Service,11.5,26.1,8.7,1.3,3,51.2,2282
502,50,2011,8,7,51.1,0,0,2,8.2,Forest Service,12.2,27.4,9.1,0.8,3,61.7,1613
503,50,2011,17,7,50.8,0,0,1.9,6.1,Forest Service,12.2,27.4,9.1,0.8,3,61.7,1624
504,50,2011,27,5,54.2,0,0,1.9,9.5,Forest Service,12.2,27.4,9.1,0.8,3,61.7,1646
505,50,2011,10,5,50.3,0,0,2,6.4,Forest Service,12.2,27.4,9.1,0.8,3,61.7,1637
506,50,2011,32,5,47.5,0,0,2,5,Forest Service,12.2,27.4,9.1,0.8,3,61.7,1638
507,50,2011,61,5,53.5,0,0,1.7,10.8,Private,12.2,27.4,9.1,0.8,3,61.7,1758
508,50,2011,123,4,70.5,0,0,1.5,12.1,Private,12.2,27.4,9.1,0.8,3,61.7,1748
509,50,2011,80,9,59.5,0,0,0.4,12.2,Private,12.2,27.4,9.1,0.8,3,61.7,1876
510,50,2011,164,11,61.8,0,0,0.4,7.1,Private,12.2,27.4,9.1,0.8,3,61.7,1856
511,121,2011,192,12,81.6,0,1,0.2,1.6,Private,3.6,8.4,2.8,2.1,3,77.3,1667
512,121,2011,150,7,51.1,0,0,1.8,9.1,Forest Service,3.6,8.4,2.8,2.1,3,77.3,2355
513,121,2011,42,6,87.4,0,0,1.1,9.7,Private,3.6,8.4,2.8,2.1,3,77.3,2052
514,121,2011,37,6,91.4,0,0,1,6.1,Forest Service,3.6,8.4,2.8,2.1,3,77.3,2077
515,121,2011,18,6,61.4,0,0,1.8,2.7,Forest Service,3.6,8.4,2.8,2.1,3,77.3,2697
516,59,2011,6,6,38.7,0,0,4.6,11.4,Private,4.7,10.9,3.6,3.1,3,11.2,2378
517,59,2011,63,3,99.9,0,0,3.7,11.3,Private,4.7,10.9,3.6,3.1,3,11.2,2357
518,59,2011,43,7,98.1,0,0,1.6,8.9,Private,4.7,10.9,3.6,3.1,3,11.2,1988
519,59,2011,22,6,98.6,0,0,1.8,11,Private,4.7,10.9,3.6,3.1,3,11.2,1984
520,59,2011,58,6,99,0,0,2.7,13.8,Private,4.7,10.9,3.6,3.1,3,11.2,2097
521,59,2011,7,7,85.6,0,0,4.1,5.8,Private,4.7,10.9,3.6,3.1,3,11.2,2306
522,59,2011,24,2,100,0,0,2.4,17.7,Private,4.7,10.9,3.6,3.1,3,11.2,2170
523,59,2011,57,2,100,0,0,2.1,23.6,Private,4.7,10.9,3.6,3.1,3,11.2,2120
524,59,2011,24,4,100,0,0,1.4,5.4,Private,4.7,10.9,3.6,3.1,3,11.2,2025
525,59,2011,23,5,100,0,0,2,7.4,Private,4.7,10.9,3.6,3.1,3,11.2,2111
526,59,2011,20,5,100,0,0,2.1,13.1,Private,4.7,10.9,3.6,3.1,3,11.2,2139
527,59,2011,6,4,100,0,0,2.2,18.5,Private,4.7,10.9,3.6,3.1,3,11.2,2150
528,63,2011,69,6,96.5,0,0,4,9.8,Private,5.2,14,4.7,2.9,3,9.4,2121
529,63,2011,132,2,99.3,0,0,3.4,7.3,State,5.2,14,4.7,2.9,3,9.4,1987
530,63,2011,34,1,100,0,0,3.3,2.3,State,5.2,14,4.7,2.9,3,9.4,2004
531,63,2011,650,1,100,0,0,3.6,5.3,Private,5.2,14,4.7,2.9,3,9.4,1963
532,63,2011,166,6,99.3,0,0,1.9,3.8,Bureau of Land Management,5.2,14,4.7,2.9,3,9.4,2150
533,25,2011,142,2,100,0,0,2.2,10.7,Bureau of Land Management,0,0,0,1.5,3,38.9,2148
534,25,2011,201,1,100,0,0,3.6,1.3,Private,0,0,0,1.5,3,38.9,2085
535,25,2011,51,2,99.3,0,0,4,0.3,Private,0,0,0,1.5,3,38.9,2082
536,25,2011,181,2,99.6,0,0,2.3,1.8,Bureau of Land Management,0,0,0,1.5,3,38.9,2031
537,25,2011,339,3,97.3,0,0,1.8,18,Bureau of Land Management,0,0,0,1.5,3,38.9,2215
538,25,2011,47,1,100,0,0,0.4,2.7,Bureau of Land Management,0,0,0,1.5,3,38.9,2193
539,25,2011,115,3,100,0,0,3.4,5.5,Bureau of Land Management,0,0,0,1.5,3,38.9,2256
540,99,2011,6,2,97.9,0,0,4,14.9,Bureau of Land Management,2,8,2.7,0.4,3,31.6,2422
541,99,2011,10,4,67.1,0,0,2.9,17.6,Bureau of Land Management,2,8,2.7,0.4,3,31.6,2553
542,99,2011,12,4,80.2,0,0,1.3,6.5,State,2,8,2.7,0.4,3,31.6,2478
543,99,2011,4,4,98.8,0,0,3.3,27.3,Bureau of Land Management,2,8,2.7,0.4,3,31.6,2279
544,99,2011,22,6,73.6,0,0,1.8,0,Private,2,8,2.7,0.4,3,31.6,2061
545,67,2011,29,4,96.5,1,0,3.1,13.4,WGF Commission,17.7,46.1,15.4,7.7,3,25.2,2471
546,67,2011,701,4,96.6,1,0,3.4,7.5,Bureau of Land Management,17.7,46.1,15.4,7.7,3,25.2,2355
547,67,2011,4,4,56.8,1,0,1.2,21.3,WGF Commission,17.7,46.1,15.4,7.7,3,25.2,2197
548,67,2011,94,4,99.9,1,0,2.5,10.7,WGF Commission,17.7,46.1,15.4,7.7,3,25.2,2260
549,67,2011,4,6,46.9,0,0,7.9,13.2,Forest Service,17.7,46.1,15.4,7.7,3,25.2,2499
550,67,2011,4,6,44.6,0,0,7.9,13.5,Forest Service,17.7,46.1,15.4,7.7,3,25.2,2522
551,67,2011,2,6,44.7,0,0,7.9,10.1,Forest Service,17.7,46.1,15.4,7.7,3,25.2,2539
552,67,2011,22,6,63.4,1,0,0.7,8,WGF Commission,17.7,46.1,15.4,7.7,3,25.2,2098
553,67,2011,171,4,51.5,0,0,1.6,5.7,Bureau of Land Management,17.7,46.1,15.4,7.7,3,25.2,2240
554,67,2011,3,4,47.1,0,0,1.8,13.5,Bureau of Land Management,17.7,46.1,15.4,7.7,3,25.2,2250
555,67,2011,480,6,96.3,1,0,5.2,6.3,WGF Commission,17.7,46.1,15.4,7.7,3,25.2,2208
556,67,2011,700,3,100,1,0,4.4,0.4,Bureau of Land Management,17.7,46.1,15.4,7.7,3,25.2,2468
557,67,2011,218,3,99.7,0,0,6.1,4.1,Private,17.7,46.1,15.4,7.7,3,25.2,2641
558,67,2011,417,6,97.3,1,0,3.3,0.9,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2283
559,67,2011,1023,6,92.6,1,0,3.7,12.6,State,17.7,46.1,15.4,7.7,4,25.2,2301
560,67,2011,80,5,98.5,1,0,2.3,6.4,Bureau of Land Management,17.7,46.1,15.4,7.7,4,25.2,2319
561,67,2011,29,4,96.5,1,0,3.4,11.8,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2329
562,67,2011,39,5,96.3,1,0,5.9,18.1,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2364
563,67,2011,16,6,95.8,1,0,6,12.9,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2373
564,67,2011,7,6,91.3,1,0,2.9,1.7,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2185
565,67,2011,41,6,93.5,1,0,3,12.3,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2171
566,67,2011,2,9,77.8,1,0,3.5,1.2,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2116
567,67,2011,1,9,77.4,1,0,3.6,2.8,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2121
568,67,2011,2,5,94.8,1,0,4.1,13.2,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2319
569,67,2011,6,5,53.3,1,0,4.8,25,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2458
570,67,2011,197,6,95.6,1,0,5.2,7.9,WGF Commission,17.7,46.1,15.4,7.7,4,25.2,2210
571,67,2011,192,3,99,1,0,4.6,10.4,State,17.7,46.1,15.4,7.7,4,25.2,2413
572,67,2011,4,3,100,1,0,4.9,1.1,State,17.7,46.1,15.4,7.7,4,25.2,2469
573,67,2011,419,3,100,1,0,4.9,0.6,State,17.7,46.1,15.4,7.7,4,25.2,2471
574,67,2011,48,2,100,1,0,4.6,10.8,Bureau of Land Management,17.7,46.1,15.4,7.7,4,25.2,2314
575,67,2011,79,3,99.3,1,0,5.1,9,Bureau of Land Management,17.7,46.1,15.4,7.7,4,25.2,2335
576,67,2011,74,2,100,1,0,4.9,9.6,Bureau of Land Management,17.7,46.1,15.4,7.7,4,25.2,2358
577,67,2011,3,10,32.9,0,0,2.6,22.5,Forest Service,17.7,46.1,15.4,7.7,4,25.2,2494
578,67,2011,16,5,58.4,1,0,5.5,12.3,Bureau of Land Management,17.7,46.1,15.4,7.7,4,25.2,2440
579,67,2011,17,2,100,0,0,5,2.9,State,17.7,46.1,15.4,7.7,4,25.2,2576
580,67,2011,899,4,99.7,0,0,2.3,2.2,Bureau of Land Management,17.7,46.1,15.4,7.7,4,25.2,2306
581,99,2011,61,4,93.4,0,0,5.2,4.5,Bureau of Land Management,2,8,2.7,0.4,4,31.6,2130
582,99,2011,15,4,99.1,0,0,2.6,6.5,Bureau of Land Management,2,8,2.7,0.4,4,31.6,2268
583,25,2011,640,4,98.2,0,0,2.4,5.4,Private,0,0,0,1.5,4,38.9,2186
584,25,2011,18,2,98.2,0,0,5.1,0.7,State,0,0,0,1.5,4,38.9,2140
585,25,2011,47,4,93,0,0,3.8,2.2,Bureau of Land Management,0,0,0,1.5,4,38.9,2337
586,63,2011,13,5,99.1,0,0,1.8,10.1,Private,5.2,14,4.7,2.9,4,9.4,2019
587,63,2011,49,7,95.5,0,0,2.6,6.4,Private,5.2,14,4.7,2.9,4,9.4,2060
588,63,2011,52,5,97.3,0,0,2.8,16.1,Private,5.2,14,4.7,2.9,4,9.4,2077
589,63,2011,11,5,99.4,0,0,4.2,7.4,Private,5.2,14,4.7,2.9,4,9.4,2022
590,63,2011,2,5,99.1,0,0,4.2,7.6,Private,5.2,14,4.7,2.9,4,9.4,2038
591,63,2011,23,4,99.8,0,0,4.2,9.7,Private,5.2,14,4.7,2.9,4,9.4,2014
592,63,2011,69,4,99.6,0,0,4.4,3.8,Private,5.2,14,4.7,2.9,4,9.4,2029
593,54,2011,15,4,99.8,0,0,1.6,8.4,Private,5.2,10.1,3.4,3.1,4,46.5,1610
594,54,2011,99,4,99.6,0,0,0.9,11.3,Private,5.2,10.1,3.4,3.1,4,46.5,1646
595,54,2011,81,3,92.5,0,0,0.5,7.8,Private,5.2,10.1,3.4,3.1,4,46.5,1663
596,54,2011,301,3,63.2,0,0,1.1,7.8,Private,5.2,10.1,3.4,3.1,4,46.5,1731
597,54,2011,27,7,31.8,0,0,1.6,10.3,Private,5.2,10.1,3.4,3.1,4,46.5,1899
598,54,2011,6,4,94.3,0,0,1.6,13.6,Private,5.2,10.1,3.4,3.1,4,46.5,1862
599,54,2011,81,3,80.3,0,0,4,10.3,Private,5.2,10.1,3.4,3.1,4,46.5,1876
600,54,2011,50,7,83.7,0,0,3.8,11.8,Private,5.2,10.1,3.4,3.1,4,46.5,1903
601,54,2011,73,12,78.6,0,0,3.6,7,Private,5.2,10.1,3.4,3.1,4,46.5,1900
602,54,2011,24,7,91.7,0,0,3,7.9,Private,5.2,10.1,3.4,3.1,4,46.5,1658
603,54,2011,17,4,36.9,0,0,1.4,10.8,Private,5.2,10.1,3.4,3.1,4,46.5,1872
604,51,2011,4,7,56.9,2,0,4.8,5,Forest Service,11.5,26.1,8.7,1.3,4,51.2,2328
605,52,2011,100,6,96.8,0,0,1.1,6.3,Forest Service,7.5,14.8,4.9,4.5,4,54.3,2262
606,52,2011,182,5,87.1,1,0,1.7,3.4,WGF Commission,7.5,14.8,4.9,4.5,4,54.3,2091
607,52,2011,308,4,89.5,1,0,2.4,1.7,WGF Commission,7.5,14.8,4.9,4.5,4,54.3,2106
608,52,2011,7,7,16.7,0,0,2.5,14.7,Forest Service,7.5,14.8,4.9,4.5,4,54.3,2310
609,52,2011,37,6,96.1,0,0,0.4,2.4,Forest Service,7.5,14.8,4.9,4.5,4,54.3,2000
610,52,2011,292,8,74.8,0,0,0.4,12.4,Forest Service,7.5,14.8,4.9,4.5,4,54.3,2031
611,52,2011,37,8,78,0,0,0.5,14.8,Forest Service,7.5,14.8,4.9,4.5,4,54.3,2055
612,52,2011,41,6,79.2,0,0,0.3,4,Forest Service,7.5,14.8,4.9,4.5,4,54.3,1986
613,52,2011,28,6,70.1,0,0,0.2,5.2,Forest Service,7.5,14.8,4.9,4.5,4,54.3,1984
614,52,2011,6,11,60.1,0,0,0.4,14.9,Private,7.5,14.8,4.9,4.5,4,54.3,1871
615,52,2011,14,7,85.1,0,0,0.5,5,Private,7.5,14.8,4.9,4.5,4,54.3,1911
616,52,2011,8,7,89.6,0,0,0.6,2.7,Forest Service,7.5,14.8,4.9,4.5,4,54.3,1993
617,52,2011,30,9,75.4,0,0,0.8,16.1,Forest Service,7.5,14.8,4.9,4.5,4,54.3,1972
618,51,2011,16,9,61.1,0,0,0.7,3.4,Forest Service,11.5,26.1,8.7,1.3,4,51.2,2104
619,52,2011,56,5,92.8,0,0,0.2,3.9,Forest Service,7.5,14.8,4.9,4.5,4,54.3,2052
620,52,2011,27,3,98.7,0,0,0.2,16,Forest Service,7.5,14.8,4.9,4.5,4,54.3,1999
621,50,2011,13,5,93.7,0,0,0.4,12,Forest Service,12.2,27.4,9.1,0.8,4,61.7,2034
622,50,2011,38,6,94.3,0,0,0.3,14.1,Forest Service,12.2,27.4,9.1,0.8,4,61.7,1996
623,50,2011,12,8,73.5,0,0,1.3,7.8,Forest Service,12.2,27.4,9.1,0.8,4,61.7,1563
624,50,2011,6,5,21.6,0,0,1.1,18.1,Forest Service,12.2,27.4,9.1,0.8,4,61.7,1746
625,121,2011,167,5,98.1,0,0,2.5,9.3,Private,3.6,8.4,2.8,2.1,4,77.3,1951
626,121,2011,23,12,68.2,0,1,0.2,6.3,Private,3.6,8.4,2.8,2.1,4,77.3,1666
627,121,2011,5,6,62.7,0,0,2.4,13.4,Forest Service,3.6,8.4,2.8,2.1,4,77.3,2355
628,121,2011,53,3,99.7,0,0,1.2,4.5,Private,3.6,8.4,2.8,2.1,4,77.3,1865
629,121,2011,21,4,98.3,0,0,0.8,10.1,Forest Service,3.6,8.4,2.8,2.1,4,77.3,2025
630,121,2011,29,7,89.2,0,0,0.4,4.3,Forest Service,3.6,8.4,2.8,2.1,4,77.3,1989
631,121,2011,10,8,91,0,0,0.4,9.1,Forest Service,3.6,8.4,2.8,2.1,4,77.3,2000
632,121,2011,3,7,92.2,0,0,0.5,5.4,Forest Service,3.6,8.4,2.8,2.1,4,77.3,2011
633,121,2011,245,3,99.3,0,0,0.9,16,Forest Service,3.6,8.4,2.8,2.1,4,77.3,2060
634,59,2011,19,5,96.7,0,0,3.7,15.4,Private,4.7,10.9,3.6,3.1,4,11.2,2174
635,59,2011,5,6,93.9,0,0,3.8,15,Private,4.7,10.9,3.6,3.1,4,11.2,2207
636,59,2011,6,2,100,0,0,3.2,6.5,State,4.7,10.9,3.6,3.1,4,11.2,2088
637,59,2011,3,2,100,0,0,4.8,10.1,Private,4.7,10.9,3.6,3.1,4,11.2,2137
638,59,2011,25,8,93.8,0,0,3.2,4.7,Private,4.7,10.9,3.6,3.1,4,11.2,2254
639,59,2011,5,3,99.7,0,0,2.7,7.6,Private,4.7,10.9,3.6,3.1,4,11.2,2174
640,59,2011,6,3,99.9,0,0,2.8,7.3,Private,4.7,10.9,3.6,3.1,4,11.2,2150
641,59,2011,1,4,99.9,0,0,2.8,5.2,Private,4.7,10.9,3.6,3.1,4,11.2,2139
642,59,2011,6,2,100,0,0,2.3,16.4,Private,4.7,10.9,3.6,3.1,4,11.2,2074
643,59,2011,8,2,100,0,0,2.3,15,Private,4.7,10.9,3.6,3.1,4,11.2,2087
644,59,2011,50,2,100,0,0,1.9,16.4,Private,4.7,10.9,3.6,3.1,4,11.2,2081
645,59,2011,32,4,100,0,0,1.5,7.5,Private,4.7,10.9,3.6,3.1,4,11.2,2052
646,59,2011,75,4,100,0,0,1.1,5.6,Private,4.7,10.9,3.6,3.1,4,11.2,2033
647,59,2011,11,2,100,0,0,0.8,12.6,Private,4.7,10.9,3.6,3.1,4,11.2,1998
648,59,2011,28,3,100,0,0,0.7,4.4,Private,4.7,10.9,3.6,3.1,4,11.2,1914
649,59,2011,164,8,88.7,0,0,0.1,4.1,Private,4.7,10.9,3.6,3.1,4,11.2,1890
650,54,2011,16,9,49.1,0,0,0.9,9.3,Private,5.2,10.1,3.4,3.1,5,46.5,1900
651,54,2011,14,8,47,0,0,1.5,10.3,Private,5.2,10.1,3.4,3.1,5,46.5,1855
652,54,2011,5,7,44.1,0,0,1.6,11.6,Private,5.2,10.1,3.4,3.1,5,46.5,1875
653,54,2011,3,7,42.9,0,0,1.6,28.5,Private,5.2,10.1,3.4,3.1,5,46.5,1889
654,54,2011,2,11,54.8,0,0,2.7,9,Private,5.2,10.1,3.4,3.1,5,46.5,1818
655,54,2011,48,3,81.3,0,0,4,14.3,Private,5.2,10.1,3.4,3.1,5,46.5,1877
656,54,2011,19,5,74.8,0,0,4.1,10.2,Private,5.2,10.1,3.4,3.1,5,46.5,1888
657,54,2011,4,5,74,0,0,3.9,13.4,Private,5.2,10.1,3.4,3.1,5,46.5,1835
658,54,2011,19,10,83.6,0,0,3.7,8.8,Private,5.2,10.1,3.4,3.1,5,46.5,1808
659,54,2011,16,12,68.8,0,0,3.5,8.1,Private,5.2,10.1,3.4,3.1,5,46.5,1856
660,54,2011,36,5,95.9,0,0,3,25,State,5.2,10.1,3.4,3.1,5,46.5,1765
661,54,2011,21,4,97.7,0,0,2.5,8,State,5.2,10.1,3.4,3.1,5,46.5,1814
662,54,2011,13,5,89.9,0,0,2.1,12.7,State,5.2,10.1,3.4,3.1,5,46.5,1787
663,54,2011,3,5,92.6,0,0,2.3,15.6,State,5.2,10.1,3.4,3.1,5,46.5,1755
664,54,2011,20,5,93.2,0,0,2.3,11.5,State,5.2,10.1,3.4,3.1,5,46.5,1764
665,54,2011,5,5,93.1,0,0,1.9,5.9,Private,5.2,10.1,3.4,3.1,5,46.5,1812
666,54,2011,1,5,91.2,0,0,2.1,24.9,State,5.2,10.1,3.4,3.1,5,46.5,1783
667,54,2011,12,5,92.5,0,0,1.8,17.1,Private,5.2,10.1,3.4,3.1,5,46.5,1784
668,54,2011,103,4,95.9,0,0,1.3,14.1,Private,5.2,10.1,3.4,3.1,5,46.5,1798
669,54,2011,42,5,99.2,0,0,1.1,19,Private,5.2,10.1,3.4,3.1,5,46.5,1651
670,54,2011,89,5,80.9,0,0,0.5,11.2,Private,5.2,10.1,3.4,3.1,5,46.5,1748
671,54,2011,2,4,86.1,0,0,0.5,14.4,Private,5.2,10.1,3.4,3.1,5,46.5,1679
672,54,2011,22,7,53.6,0,0,0.7,15.2,Private,5.2,10.1,3.4,3.1,5,46.5,1758
673,54,2011,11,4,68.2,0,0,0.7,9.6,Private,5.2,10.1,3.4,3.1,5,46.5,1705
674,54,2011,8,3,16.6,0,0,1.4,9.6,Private,5.2,10.1,3.4,3.1,5,46.5,1816
675,54,2011,7,3,26.1,0,0,2.1,12,Private,5.2,10.1,3.4,3.1,5,46.5,1786
676,54,2011,3,10,48.2,0,0,3.1,9.6,State,5.2,10.1,3.4,3.1,5,46.5,1904
677,54,2011,3,10,43.6,0,0,4,26.8,Private,5.2,10.1,3.4,3.1,5,46.5,1847
678,54,2011,13,9,42.6,0,0,4.3,17.8,Private,5.2,10.1,3.4,3.1,5,46.5,1856
679,54,2011,2,9,46.1,0,0,4.3,26.9,Private,5.2,10.1,3.4,3.1,5,46.5,1878
680,54,2011,11,3,49,0,0,1,10,Private,5.2,10.1,3.4,3.1,5,46.5,1783
681,54,2011,111,2,97.8,0,0,1.6,4.9,State,5.2,10.1,3.4,3.1,5,46.5,1777
682,50,2011,34,7,50.4,0,0,2.1,12.5,Forest Service,12.2,27.4,9.1,0.8,5,61.7,1713
683,50,2011,39,3,43.5,0,0,2.4,8.5,Forest Service,12.2,27.4,9.1,0.8,5,61.7,1917
684,50,2011,21,7,85,0,0,0.5,16.8,Forest Service,12.2,27.4,9.1,0.8,5,61.7,2074
685,50,2011,8,5,95,0,0,0.3,13.3,Forest Service,12.2,27.4,9.1,0.8,5,61.7,2030
686,50,2011,8,5,97.8,0,0,0.3,7.6,Forest Service,12.2,27.4,9.1,0.8,5,61.7,2022
687,50,2011,6,5,98.1,0,0,0.3,3.3,Forest Service,12.2,27.4,9.1,0.8,5,61.7,2022
688,50,2011,5,5,98,0,0,0.2,4.5,Forest Service,12.2,27.4,9.1,0.8,5,61.7,2016
689,50,2011,4,7,62.4,0,0,0.4,8.1,Forest Service,12.2,27.4,9.1,0.8,5,61.7,2012
690,50,2011,5,9,73.6,0,0,0.3,7.5,Forest Service,12.2,27.4,9.1,0.8,5,61.7,1985
691,50,2011,3,6,32.5,0,0,2.6,29.8,Forest Service,12.2,27.4,9.1,0.8,5,61.7,1995
692,50,2011,3,8,38.7,0,0,2.2,13.9,Forest Service,12.2,27.4,9.1,0.8,5,61.7,2005
693,50,2011,2,8,67.2,0,0,1.4,13,Forest Service,12.2,27.4,9.1,0.8,5,61.7,1978
694,50,2011,75,11,76.5,0,1,0.5,4.7,Private,12.2,27.4,9.1,0.8,5,61.7,1864
695,50,2011,73,10,70,0,1,0.5,3,Private,12.2,27.4,9.1,0.8,5,61.7,1891
696,51,2011,3,5,52,2,0,9.3,11.1,Forest Service,11.5,26.1,8.7,1.3,5,51.2,2410
697,51,2011,1,9,21.9,0,0,0.7,1.3,Forest Service,11.5,26.1,8.7,1.3,5,51.2,1920
698,51,2011,2,9,9.7,0,0,0.5,2,Forest Service,11.5,26.1,8.7,1.3,5,51.2,1924
699,52,2011,15,7,73.1,0,0,0.3,22.8,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1956
700,52,2011,5,7,86.3,0,0,0.2,9.4,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1986
701,52,2011,200,11,61,0,0,0.2,12.5,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1903
702,52,2011,20,8,74.6,0,0,0.8,12.6,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1943
703,52,2011,23,10,72.9,0,0,0.3,14.2,Private,7.5,14.8,4.9,4.5,5,54.3,1900
704,52,2011,7,6,70.1,0,0,0.2,4.9,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1989
705,52,2011,8,6,71.2,0,0,0.3,5,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1983
706,52,2011,24,7,86,0,0,0.6,15.2,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2056
707,52,2011,9,8,85,0,0,0.5,12.9,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2027
708,52,2011,26,8,80.7,0,0,0.2,16.3,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1993
709,52,2011,3,8,75.9,0,0,0.3,11.4,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2023
710,52,2011,4,9,76.5,0,0,0.2,16.2,Forest Service,7.5,14.8,4.9,4.5,5,54.3,1987
711,52,2011,67,9,76.3,0,0,0.4,17,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2031
712,52,2011,34,11,86.2,0,1,0.3,5.3,Private,7.5,14.8,4.9,4.5,5,54.3,1958
713,52,2011,54,6,97.8,0,0,0.6,8.3,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2106
714,52,2011,44,6,94.9,0,0,0.8,16.9,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2145
715,52,2011,7,3,96.4,0,0,0.5,14.5,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2035
716,52,2011,16,7,88.9,0,0,0.9,16.8,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2126
717,52,2011,63,5,93.4,0,0,0.6,6.9,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2088
718,52,2011,17,7,89.8,0,0,0.5,11.7,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2068
719,52,2011,6,2,100,0,0,0.2,17.3,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2042
720,52,2011,4,3,99.9,0,0,0.5,13.9,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2090
721,52,2011,11,3,99.8,0,0,0.6,7.5,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2094
722,52,2011,16,8,63.5,0,0,0.8,8.2,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2146
723,52,2011,15,12,68,0,0,0.9,15.1,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2067
724,52,2011,26,7,58.1,0,0,1.5,16.2,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2286
725,52,2011,57,6,86.4,0,0,0.3,3.8,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2058
726,52,2011,106,5,74.9,0,0,0.4,6.7,Private,7.5,14.8,4.9,4.5,5,54.3,2060
727,52,2011,5,9,52.6,0,0,0.4,15.9,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2020
728,52,2011,7,10,77.3,0,0,1.2,18.5,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2085
729,52,2011,11,9,71.1,0,0,1.4,24.6,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2118
730,52,2011,4,5,63.6,0,0,1.8,20.3,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2137
731,52,2011,12,5,59.9,0,0,2,6.8,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2136
732,52,2011,8,5,53.1,0,0,2.5,14.7,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2206
733,52,2011,6,4,37.5,0,0,3,6,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2320
734,52,2011,9,5,30.7,0,0,1.8,7.3,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2277
735,52,2011,5,6,29.2,0,0,4.5,28.3,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2494
736,52,2011,14,7,69,0,0,2,7.7,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2447
737,52,2011,11,3,100,0,0,1.6,10,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2413
738,52,2011,16,2,100,0,0,1.4,13.8,Forest Service,7.5,14.8,4.9,4.5,5,54.3,2349
739,121,2011,36,6,88.8,0,0,2.2,7.7,Private,3.6,8.4,2.8,2.1,5,77.3,1789
740,121,2011,8,6,75.8,0,0,1.1,14.5,Private,3.6,8.4,2.8,2.1,5,77.3,2059
741,121,2011,23,6,94.9,0,0,1.1,8.2,Private,3.6,8.4,2.8,2.1,5,77.3,1973
742,121,2011,20,5,87.3,0,0,1.1,12.3,Forest Service,3.6,8.4,2.8,2.1,5,77.3,2094
743,121,2011,75,5,85.6,0,0,1.1,15.7,Forest Service,3.6,8.4,2.8,2.1,5,77.3,2101
